,ENSG00000022267.19,ENSG00000031081.11,ENSG00000047648.23,ENSG00000066405.13,ENSG00000070778.13,ENSG00000072163.20,ENSG00000072657.9,ENSG00000073754.6,ENSG00000078081.8,ENSG00000092051.17,ENSG00000094963.14,ENSG00000101280.8,ENSG00000102104.9,ENSG00000102683.8,ENSG00000102760.13,ENSG00000105971.15,ENSG00000105974.13,ENSG00000107742.13,ENSG00000108381.11,ENSG00000108576.10,ENSG00000109205.16,ENSG00000111052.7,ENSG00000112782.19,ENSG00000114790.13,ENSG00000114854.8,ENSG00000115361.8,ENSG00000118526.7,ENSG00000120156.22,ENSG00000120913.23,ENSG00000121691.7,ENSG00000123119.12,ENSG00000125459.17,ENSG00000128268.12,ENSG00000131471.7,ENSG00000131831.18,ENSG00000134020.8,ENSG00000134115.13,ENSG00000134917.10,ENSG00000135052.16,ENSG00000135063.19,ENSG00000135218.19,ENSG00000135604.10,ENSG00000136160.17,ENSG00000138821.13,ENSG00000139304.16,ENSG00000139567.13,ENSG00000140600.17,ENSG00000141338.14,ENSG00000143590.14,ENSG00000144843.11,ENSG00000150625.16,ENSG00000151718.16,ENSG00000154342.6,ENSG00000154721.15,ENSG00000154783.12,ENSG00000155511.18,ENSG00000155897.10,ENSG00000157654.19,ENSG00000158435.8,ENSG00000158764.7,ENSG00000159307.19,ENSG00000159708.18,ENSG00000161649.13,ENSG00000163501.7,ENSG00000163815.6,ENSG00000165197.5,ENSG00000166123.14,ENSG00000167434.10,ENSG00000167588.13,ENSG00000168309.18,ENSG00000168481.9,ENSG00000168484.12,ENSG00000168497.5,ENSG00000168539.4,ENSG00000168952.15,ENSG00000169218.14,ENSG00000169252.6,ENSG00000169418.10,ENSG00000170323.9,ENSG00000170989.10,ENSG00000171885.18,ENSG00000176771.17,ENSG00000179133.15,ENSG00000180440.4,ENSG00000182010.11,ENSG00000183010.17,ENSG00000183019.7,ENSG00000186994.11,ENSG00000196616.14,ENSG00000197465.14,ENSG00000198358.4,ENSG00000198873.12,ENSG00000204305.14,ENSG00000213853.10,ENSG00000224215.1,ENSG00000227051.7,ENSG00000234281.5,ENSG00000238018.2,ENSG00000241644.2,ENSG00000243566.7,ENSG00000244215.2,ENSG00000244280.1,ENSG00000248551.1,ENSG00000249741.2,ENSG00000257894.2,ENSG00000261371.6,ENSG00000261863.1,ENSG00000263155.6,ENSG00000268388.6,ENSG00000277494.2,Label
TCGA-55-6986-01A-11R-1949-07,923,845,104,4086,455,450,20,0,4196,31,987,11,6,20,839,1750,4507,2938,30,38,5,60,1386,423,200,153,126,313,430,2446,68,323,171,1311,366,682,48,173,10996,497,1340,262,433,12077,31,791,10,435,30,361,173,1046,35,286,598,38,4,2339,2165,59,81,44,87,14,127,218,1588,75,88,292,166,38669,1631,6,75,53,190,416,120,674,3533,150,5,52,966,1778,128,109,2750,13,2,642,5075,5948,0,520,18,49,1165,616,0,53,0,5,37,4133,12,50,109,271,1
TCGA-86-6851-01A-11R-1949-07,712,3300,355,151,1240,952,6,1,2899,66,2241,10,4,15,1969,1688,2433,9044,137,7,2,166,2219,418,205,25,83,670,757,5081,53,1266,1213,2523,722,562,8,187,9563,1157,235,1156,523,3043,2,2333,0,190,152,2083,28,1626,14,598,1414,7,0,9374,6491,0,500,18,12,9,120,116,2926,143,130,378,10,1859,696,2,83,40,315,263,9,1004,251,511,13,0,678,3860,16,164,2074,7,2,1729,596,13815,10,6317,24,95,474,99,25,160,0,7,43,17750,1,58,131,127,1
TCGA-49-4505-01A-01R-1206-07,1827,2962,365,677,1208,786,37,31,5425,103,1697,43,3,35,5755,9744,6996,3898,56,18,5,185,2117,557,690,71,210,684,1454,6567,75,753,240,3998,731,525,330,285,11200,907,822,1252,1313,10419,12,3542,2,353,429,1683,233,1253,27,762,1513,15,2,5750,5743,12,362,69,11,15,390,119,2818,57,296,626,99,34222,2781,3,234,41,274,947,321,2554,6993,48,21,4,426,8894,1161,270,2666,32,2,1409,1363,16994,0,849,14,25,645,38,2,39,1,22,15,18788,3,31,183,353,1
TCGA-73-4662-01A-01R-1206-07,2956,4147,317,641,1329,1207,88,14,6551,118,2851,58,4,43,3921,6497,3624,8062,67,64,1,275,2787,2540,348,78,381,1001,835,14381,49,1532,372,6321,887,131,158,372,16755,3534,969,794,1096,37260,20,2384,4,807,338,1201,71,3164,7,808,1996,122,0,5422,7658,3,42,62,43,2,282,582,2815,121,576,1197,16,4583,5765,9,113,65,1605,954,295,2261,1615,62,11,86,391,5687,1594,213,7759,26,1,1219,1068,23248,1,536,25,68,3589,52,2,34,2,14,77,15066,5,22,142,146,1
TCGA-38-4625-01A-01R-1206-07,12244,1812,196,3695,930,620,21,58,10204,63,958,14,11,11,2184,12394,16477,3038,99,55,31,142,637,228,225,205,224,606,942,15408,123,1391,147,2894,361,1728,23,184,26915,112,3373,978,1449,18304,10,2143,10,396,217,1193,136,1763,25,423,791,53,5,11374,7136,39,312,293,6,31,298,337,13250,152,245,1491,1031,280662,10177,0,128,72,204,907,174,1580,3081,91,5,4,634,11873,319,194,4210,15,3,1694,3530,8703,4,370,81,33,1489,269,3,152,3,20,12,13494,8,58,113,289,1
TCGA-55-7284-01B-11R-2241-07,6329,4198,2103,173236,3169,2121,584,14,14404,204,3429,125,40,102,6294,14655,21169,12621,143,846,212,303,7014,2575,1302,1067,765,2418,2215,9996,511,482,4483,9210,3052,2200,368,727,33887,1971,5396,1189,3165,16703,286,4150,108,1640,179,1487,753,5097,146,1740,3676,611,48,12288,4176,562,802,472,188,3247,1057,1690,3755,685,1583,2314,799,97067,5278,52,1807,109,667,2138,220,3588,19352,1300,70,164,7284,1549,404,579,11916,97,31,3885,34362,29852,42,1827,118,298,6725,1750,58,302,24,32,193,21784,123,464,999,1204,1
TCGA-55-8089-01A-11R-2241-07,3169,3095,211,13041,1337,659,23,17,10190,55,1370,28,13,12,2414,15012,32053,5358,72,35,28,197,1729,615,216,179,153,766,1687,4186,109,490,386,2527,612,1025,59,132,16432,207,2041,1656,687,8590,10,3146,16,266,104,1406,183,3345,539,648,1495,36,6,7359,3347,9,653,60,18,11,217,173,2282,79,150,759,323,65852,4167,6,115,14,404,618,308,2103,5273,73,4,0,710,2745,253,204,1637,37,2,1546,4259,3427,0,536,38,84,745,854,2,80,0,29,29,16221,6,376,215,120,1
TCGA-38-4626-01A-01R-1206-07,10497,11235,923,42506,2333,3056,175,15,129702,339,3959,43,356,42,13005,16958,50999,6802,447,250,121,797,15754,3978,1999,1994,1443,3425,6171,23903,550,777,1171,12434,1897,13068,499,2177,11130,2043,22927,3531,5799,80223,106,12625,33,2089,89,3914,449,7306,287,1570,4325,202,6,21532,4628,178,3404,645,81,116,1616,2427,1697,588,195,6015,8579,1005225,14522,11,1121,192,1420,7932,728,8603,97733,742,84,27,1965,3488,2422,923,14153,183,11,5377,27290,48806,55,7249,264,257,7495,1127,12,297,4,74,117,49660,107,302,1198,4844,1
TCGA-44-5644-01A-21R-2039-07,78,296,38,20,393,151,2,0,924,10,142,13,0,4,441,453,495,532,9,9,0,404,63,914,24,8,10,149,126,663,16,651,844,392,62,5,0,10,13317,58,556,74,115,1038,7,627,0,22,66,115,3,318,2,221,216,2,5,1152,3172,2,38,20,0,2238,81,14,3531,54,12,101,2,34,276,0,11,3,12,91,18,360,16,1605,1,6,283,4028,62,39,16,1,0,1137,221,4336,0,640,13,34,267,4,0,3,0,0,4,3101,1,11,23,47,1
TCGA-91-6835-01A-11R-1858-07,2481,3975,246,1547,1172,675,70,4,4444,58,2908,29,7,26,1773,1968,3157,8853,85,58,6,219,4135,1130,106,74,177,900,843,2977,72,763,326,3554,972,203,137,479,21705,435,994,826,1194,7852,34,2050,8,905,136,1307,224,1639,33,710,1476,63,4,7452,3524,29,218,82,29,15,166,285,1111,50,94,682,235,44525,1447,21,188,59,386,509,81,1587,3322,888,45,29,857,2476,71,131,4817,49,2,1171,3073,5569,1,2180,19,92,1004,143,10,4,0,36,99,12539,8,74,330,119,1
TCGA-L4-A4E6-01A-11R-A24H-07,6104,4050,474,33468,1835,2498,83,5,30555,132,4908,30,94,93,7003,9911,28376,13699,325,1203,79,493,10985,3450,1102,1380,520,1803,1995,10779,313,351,1100,5853,967,2127,478,675,2512,2970,15423,1799,4165,24976,162,4677,108,2157,46,1905,630,2611,370,1191,2641,511,54,8747,1893,718,1252,2382,86,349,818,1315,395,793,325,1205,1983,487665,3548,67,694,98,734,1593,1159,2520,28246,1040,80,180,8578,244,896,782,10302,186,41,2838,52600,29188,35,1911,159,382,4691,5203,158,255,16,47,259,23735,81,434,2392,692,1
TCGA-05-4398-01A-01R-1206-07,1015,3246,325,503,1310,1157,3,12,3373,76,2019,10,3,23,3081,10532,6775,4630,36,28,3,175,702,958,146,26,98,503,1333,7510,40,1804,279,3162,481,202,22,109,33265,220,1305,1194,916,5775,4,3094,3,266,544,2341,25,2325,28,591,2167,13,6,10933,9616,7,189,54,5,5,180,44,3913,84,77,234,44,6381,929,0,105,19,186,1181,70,1581,1662,170,10,2,708,24177,873,382,490,14,3,1386,1108,8894,3,665,14,88,530,128,5,27,1,11,15,16755,3,84,323,94,1
TCGA-97-A4M6-01A-11R-A24X-07,2140,1491,462,1060,887,1449,87,15,2508,64,2011,35,2,22,1971,2141,4474,5165,50,332,1,110,2150,424,162,226,193,383,943,6083,61,798,330,4919,916,281,148,609,7612,1225,611,458,595,12567,17,1640,72,706,174,629,170,1330,47,476,1049,228,5,3023,3913,60,163,125,30,15,147,345,3884,72,430,434,60,19816,1800,23,157,46,630,512,419,979,1754,236,22,18,926,1958,917,235,3260,15,6,1147,4925,7175,1,725,17,121,2459,265,4,47,0,10,23,8525,15,50,334,360,1
TCGA-49-AAR9-01A-21R-A41B-07,219,698,35,265,390,116,1139,0,631,4,1,10,0,4,422,8433,9164,211,15,5,0,23,40,746,419,1,0,132,554,1176,15,590,34,359,44,2,4,6,34732,67,70,81,77,2673,0,693,2,18,315,363,8,2034,10,115,389,0,0,1347,4486,0,17,17,1,3,6,31,4331,1,11,19,2,69,29,2,3,0,2,188,11,222,0,13,0,0,1657,5677,3,60,3,2,0,384,142,2442,0,56,2,118,39,543,0,2,0,0,0,2074,0,47,0,8,1
TCGA-75-7027-01A-11R-1949-07,1986,2171,231,96,1011,1570,3,1,1073,28,1044,11,1,4,1484,4537,2960,23206,31,11,2,118,344,395,31,48,179,696,1003,4211,92,1165,138,7084,436,49,14,32,25281,155,457,417,705,2423,3,2499,2,76,545,874,19,2035,20,790,1325,11,2,6664,9817,5,1283,50,3,46,159,19,14517,66,76,256,27,1346,2363,4,55,8,68,382,115,2304,839,253,3,1,983,7193,100,177,58,13,2,1412,406,4564,1,1412,25,139,457,66,0,78,0,9,13,15566,1,275,215,40,1
TCGA-49-AARO-01A-12R-A41B-07,1298,2022,198,133,849,938,10,17,1929,80,664,21,1,12,2297,2914,4136,2591,26,17,0,63,309,1529,74,40,104,287,1023,1670,35,571,166,1933,313,73,8,241,13002,1693,354,376,531,2339,4,2364,11,153,169,620,21,737,89,453,1222,4,2,3607,3339,7,256,268,4,12,126,20,2040,126,249,154,13,4159,773,4,130,16,193,354,48,780,206,34,102,1,289,2432,836,148,989,11,2,686,1196,11082,3,539,3,148,388,148,1,4,0,5,1,8048,9,130,401,39,1
TCGA-69-8255-01A-11R-2287-07,924,1176,82,1269,755,432,14,18,4962,33,763,5,6,13,1805,2410,3960,8039,147,103,7,1476,945,3792,959,73,69,314,578,6539,52,2082,413,1463,223,515,41,157,14061,132,682,969,410,4317,10,1905,4,486,479,602,58,2269,47,338,511,56,4,4138,18576,45,459,83,11,48,305,269,20523,270,124,418,268,72710,1083,8,81,21,151,254,243,1135,2041,136,3,12,826,30262,95,135,1447,17,1,1055,5317,4434,7,722,42,262,576,243,4,21,1,16,24,10004,7,57,162,243,1
TCGA-55-7816-01A-11R-2170-07,11892,3695,1424,82,2674,2108,89,6,578,127,3895,17,1,19,624,6015,23756,10626,487,209,2,149,18554,579,71,51,20,2468,922,4806,1123,528,411,3200,1161,24,63,63,11414,446,2612,2688,772,42888,4296,1839,119,7744,61,1110,4740,6242,7,2242,1696,142,1,8797,2217,1605,27,224,293,2,570,28,1088,2,604,895,16,172,5361,3,493,8648,186,4929,2679,2640,432,91,53,8224,88,1452,43,177,34543,30,213,1796,357,5792,0,3621,14,131,12863,63863,1,4,1,19,757,22103,30,129,53,100,1
TCGA-86-A4D0-01A-11R-A24H-07,179,386,46,1161,436,188,2,3,1215,35,171,2,1,2,649,342,570,1255,12,16,0,954,179,507,67,48,38,149,194,2034,25,653,55,412,109,25,7,17,22901,103,267,137,134,1531,1,562,7,62,130,318,1654,1899,6,163,265,0,2,2289,5391,23,212,222,0,1165,45,130,29373,31,32,37,2,491,247,1,45,2,81,70,13,231,311,497,3,2,1500,11469,30,52,65,4,0,486,519,7291,1,169,8,29,250,25,0,1,2,2,12,2635,3,29,112,28,1
TCGA-NJ-A4YQ-01A-11R-A262-07,599,868,110,1052,289,513,6,2,1714,57,611,7,5,11,897,1566,3162,4444,42,173,5,92,533,318,147,551,63,291,455,1982,45,670,472,1216,266,294,25,100,28206,247,398,413,248,1949,17,1272,10,176,147,671,59,973,64,275,566,42,0,2354,2591,39,82,58,5,15,116,153,2204,111,60,216,96,28936,335,14,233,49,208,218,104,639,996,179,12,9,945,7316,42,130,1052,20,4,708,3646,5048,5,1137,18,66,430,149,13,15,0,7,33,5811,9,48,240,193,1
TCGA-78-8648-01A-11R-2403-07,1623,2230,206,2042,569,1079,18,4,6320,38,701,17,13,8,3219,1506,5388,3115,92,7,19,167,644,485,120,207,445,762,713,3557,150,212,252,5957,673,923,39,112,3078,192,2374,737,1117,3275,14,2241,3,485,23,953,62,930,24,741,1476,49,3,5274,1125,26,191,56,17,22,175,1141,942,25,40,710,558,133255,1834,1,59,35,163,788,143,1840,3547,98,11,9,326,1451,62,359,2765,17,0,1700,2629,2231,4,1326,17,26,867,177,0,27,0,12,11,16803,12,38,150,491,1
TCGA-L9-A7SV-01A-11R-A39D-07,365,2221,138,404,1050,1267,4,2,1756,31,225,4,7,16,1737,6855,4584,1674,16,19,7,45,9798,3006,798,15,28,370,469,3962,6,2271,84,1811,165,77,313,78,36820,9266,107,237,1169,5402,3,1164,0,70,867,277,3,4070,17,295,770,1,2,1936,3582,12,32,153,9,0,211,112,1981,55,182,310,1,111,2226,5,89,5,275,1171,16,806,4106,1415,10,0,898,16026,21,237,248,5,4,738,1079,7291,0,344,20,130,501,107,13,232,0,2,24,6283,1,19,176,38,1
TCGA-49-AAR3-01A-11R-A41B-07,1025,816,127,4,436,533,18,2,513,22,378,6,0,2,613,5826,11541,1730,7,11,0,27,187,188,9,2,32,205,531,752,19,463,100,919,123,6,0,7,6457,71,188,406,86,1557,6,986,32,14,29,390,12,474,12,212,691,1,0,3136,1900,1,52,8,0,1,26,21,725,0,9,91,0,180,113,1,18,5,45,269,22,363,14,12,1,0,289,1686,25,129,69,6,0,381,240,2870,0,91,3,26,99,31,0,56,0,4,22,4479,0,40,8,6,1
TCGA-91-6830-01A-11R-1949-07,7085,2188,357,2889,758,833,145,17,6153,70,3892,31,10,74,2412,4737,9174,27518,170,1080,10,117,4675,745,944,165,631,1361,664,3878,118,266,331,5554,507,651,55,1223,7903,282,1004,506,1770,4724,120,2269,20,1268,91,1389,228,1538,55,913,973,388,9,6402,2868,67,318,152,51,17,368,1139,790,286,374,569,175,45859,2448,66,506,124,290,715,896,1954,5097,295,12,81,1750,1763,265,299,9376,19,9,1283,6778,9464,5,677,20,84,1849,873,21,86,3,1,118,10821,20,192,538,294,1
TCGA-MP-A4T6-01A-32R-A262-07,822,1950,71,2306,643,559,15,1,3641,49,543,11,18,14,1786,2148,2441,3925,42,56,8,30,1057,526,200,321,78,278,1360,7222,42,1535,172,1158,252,456,59,202,15393,2110,573,373,230,5576,13,888,10,170,362,624,45,1876,80,361,525,50,13,1845,3746,120,425,785,30,28,140,136,2128,118,220,314,223,51705,581,10,99,18,217,720,135,576,1697,124,8,18,566,2812,105,271,908,15,25,975,4124,10442,2,344,42,262,854,334,1,15,2,4,247,5056,9,54,150,233,1
TCGA-91-8496-01A-11R-2403-07,5401,1652,179,5494,396,631,168,24,6398,151,988,131,16,51,3118,5501,8319,2164,93,440,100,257,2312,333,882,512,236,473,805,11485,228,225,164,2275,394,10752,65,241,2933,444,2235,662,1304,9827,22,1282,34,511,95,419,290,898,46,538,538,259,28,1449,1329,208,88,2765,150,29,410,678,886,287,2090,371,1105,847798,1613,19,269,36,234,582,2071,872,7674,166,34,132,1025,1861,5793,197,6900,32,11,525,11876,11173,7,529,145,28,3122,635,37,44,7,10,81,10191,35,79,538,182,1
TCGA-55-8085-01A-11R-2241-07,533,2175,99,429,523,376,4,1,2832,42,922,13,13,7,937,1733,3613,3550,39,10,14,163,677,480,302,45,45,359,562,7828,37,1153,340,1070,335,339,183,71,6468,114,772,590,468,3051,15,1611,0,124,853,1111,57,634,18,336,1040,11,3,3784,4579,4,44,25,7,10,118,72,7668,24,56,211,27,8957,778,2,58,21,159,327,77,794,3966,45,7,2,1481,11874,141,140,701,10,0,797,1084,7513,2,220,28,46,446,102,0,15,0,4,18,9301,5,24,55,70,1
TCGA-55-7281-01A-11R-2039-07,442,1975,104,44,390,875,6,19,1665,61,548,23,3,14,2283,4095,2116,1632,15,6,2,71,1781,261,1399,4,59,268,1213,2888,59,359,140,1332,385,252,70,119,10196,481,147,478,413,4078,2,1121,0,77,212,619,26,891,5,471,1123,11,1,2968,2424,9,21,24,2,1,98,50,560,4,290,454,4,900,3167,2,28,36,555,242,22,672,672,63,1,14,140,2183,495,93,375,13,0,369,419,9591,0,220,6,29,555,422,2,10,1,6,89,6000,0,39,52,53,1
TCGA-05-5429-01A-01R-1628-07,527,339,165,58959,406,300,91,0,213,9,1087,127,0,20,947,2543,1228,346,49,2,87,60,106,27,267,15,17,165,566,9599,32,165,483,618,192,4,3,39,11172,51,139,92,156,437,2,397,1,72,165,196,3,622,10,112,1236,1,0,1270,2154,2,22,49,1,1713,54,6,1072,2,813,35,0,2,297,0,161,3,28,72,44,270,20,24,11,0,222,1798,42,63,348,1,1,280,36,3751,2,292,0,10,425,90,0,2,0,2,0,2066,0,121,51,10,1
TCGA-44-3919-01A-02R-1107-07,2857,3035,272,1031,1403,1141,23,25,7326,54,2908,6,2,26,2956,4491,5213,5855,93,66,5,124,2072,1065,525,79,291,526,1016,6984,60,757,1440,5017,737,1553,36,833,16458,515,736,698,818,12528,6,1857,7,677,166,1581,127,1534,8,550,1431,108,1,5236,6237,20,188,55,17,25,249,234,2396,91,92,396,220,74926,1860,9,129,84,726,440,102,1496,3129,114,3,6,522,3062,115,209,6073,29,3,1332,2735,17770,2,712,13,90,1673,78,4,7,0,9,39,12004,3,35,220,154,1
TCGA-75-7025-01A-12R-1949-07,7405,3698,416,6000,1399,1534,163,6,5561,215,5661,42,4,43,2845,2900,5090,3337,210,37,1,232,1745,1076,155,291,540,972,1521,5914,313,587,383,6347,2231,177,14,1155,8826,829,617,440,1106,7598,30,2139,44,2544,144,912,142,1369,534,1431,1523,312,0,4893,5540,0,531,2901,115,55,351,573,2200,28,176,1387,58,14469,2338,6,151,121,415,889,135,1712,1893,110,204,1,192,1522,477,429,13758,43,1,1374,981,24099,4,1763,29,101,3871,116,13,42,0,12,8,13065,14,57,185,296,1
TCGA-55-8514-01A-11R-2403-07,745,398,82,495,271,334,17,2,801,26,209,17,7,6,967,2464,1926,1031,29,37,4,34,661,222,228,31,66,219,809,2761,14,2558,89,1101,133,2860,121,147,13488,983,174,230,152,6051,6,702,3,190,644,222,44,268,10,199,347,45,1,1378,2882,16,77,77,7,4,89,150,2948,72,126,556,41,15902,950,6,54,29,223,276,147,465,3506,241,4,2,148,6750,159,163,1456,5,3,1064,1743,3137,2,129,5,50,755,940,0,169,1,4,29,3683,5,35,74,260,1
TCGA-78-7537-01A-11R-2066-07,407,1304,161,3674,1261,1035,5,4,8871,394,563,3,9,25,1165,3761,5285,2989,39,17,32,162,4375,297,697,3,24,825,2186,4966,44,791,235,481,586,2998,5,69,50543,701,1226,148,664,4477,11,2104,0,676,168,845,10,1160,84,488,1211,230,0,2647,4003,0,88,50,10,44,121,31,2655,15,67,222,6,241,1198,0,57,1,71,543,78,1246,7250,86,0,0,232,4414,45,230,784,14,0,457,936,18884,0,507,9,55,545,40,2,3,2,8,818,13042,6,90,102,38,1
TCGA-69-A59K-01A-11R-A262-07,892,3471,188,684,438,556,8,2,4212,36,621,23,8,0,3218,2207,3558,2632,21,13,5,181,1075,12591,205,92,82,660,949,4382,27,746,472,2685,267,259,20,101,1230,263,76,568,465,3702,15,1559,3,174,205,1832,47,824,46,357,580,23,1,3023,3185,7,159,474,16,9,135,47,1223,129,57,1196,62,7120,1730,5,126,15,155,448,160,1224,5065,71,17,2,297,3321,88,307,649,6,2,869,1043,7784,1,1242,25,115,386,214,0,14,0,6,268,12370,10,16,389,267,1
TCGA-95-8494-01A-11R-2326-07,209,1517,46,42,469,206,0,18,1100,53,99,16,0,10,487,5453,4085,645,7,8,0,30,601,5181,41,6,23,67,400,1501,9,465,20,473,72,23,203,19,7586,534,242,246,141,2095,2,539,0,14,118,518,14,951,2,95,290,0,0,1706,2114,0,7,15,1,0,63,3,966,9,44,44,1,57,909,0,8,2,77,111,17,231,5021,12,3,0,249,8062,948,61,89,7,0,327,238,4788,0,71,4,37,94,50,3,1,0,1,75,2749,0,14,18,8,1
TCGA-MN-A4N1-01A-11R-A24X-07,336,740,70,46,647,1150,3,1,2011,16,213,10,0,9,1572,2934,1350,1577,14,661,0,25,667,665,420,13,33,124,1038,1552,19,1281,36,1167,414,487,102,26,33066,728,202,100,90,2544,1,705,0,83,277,590,2,1426,64,155,400,2,0,1764,4752,4,30,19,2,4,35,34,2094,14,73,34,15,73,255,0,5,1,288,525,25,297,1459,29,12,8,1051,11696,151,193,58,5,0,1996,655,2927,10,226,11,37,305,172,0,28,0,8,40,2361,0,8,32,49,1
TCGA-MP-A4SV-01A-11R-A24X-07,562,1258,124,470,701,635,0,1,3945,35,943,16,1,11,1049,1788,2387,4038,27,13,2,76,641,2034,132,49,66,271,704,3726,28,1121,210,1254,420,181,11,113,12555,610,445,456,508,3961,11,1474,1,98,229,378,16,2105,6,343,715,6,2,3303,6555,4,156,48,8,39,81,46,3455,81,81,283,44,8365,1303,0,53,41,147,323,36,1000,2302,37,20,0,602,4684,55,134,492,19,0,702,1153,7308,2,196,20,85,249,58,0,27,0,8,18,7847,1,50,126,71,1
TCGA-50-5942-01A-21R-1755-07,2973,5399,253,4159,831,565,39,0,8080,75,1297,6,1,30,2275,1738,3353,1515,61,10,4,63,593,444,92,305,397,491,711,7289,351,327,349,4772,750,454,9,191,7074,314,908,190,734,10908,18,751,6,1199,30,398,82,2788,9,693,644,232,0,3304,2755,7,112,235,14,304,261,507,694,37,39,368,190,55852,1834,4,106,30,250,1643,53,899,5474,77,37,3,147,992,64,125,4567,60,1,746,901,8342,2,733,19,18,3781,38,0,12,0,32,4,7140,5,20,65,99,1
TCGA-55-7903-01A-11R-2170-07,347,824,79,1268,700,254,3,4,5678,27,502,1,4,6,802,2618,2163,1613,25,26,2,50,496,662,203,126,71,323,419,2223,30,1372,78,890,168,452,66,101,6759,1447,378,280,209,5216,8,859,7,91,459,312,23,499,15,211,420,7,2,1752,7325,14,124,55,2,12,69,51,1221,10,75,105,30,12955,542,1,30,17,90,223,60,378,4900,36,1,11,575,3710,164,70,294,10,4,515,1642,7272,0,172,21,52,339,190,2,10,0,7,64,4418,5,21,53,95,1
TCGA-55-8208-01A-11R-2241-07,1315,3136,285,1658,858,1325,10,12,7376,92,2426,8,18,17,2122,2323,4979,7383,49,18,26,191,1915,636,360,132,205,1168,1155,5821,141,687,950,2549,740,689,86,160,10894,520,2080,1286,643,5371,32,3881,21,331,127,1563,94,1050,33,1029,2375,31,2,7809,4799,21,142,183,14,25,255,91,1706,163,83,530,155,31583,1079,12,127,45,377,538,191,2463,5779,90,44,11,1092,3435,280,354,1215,49,1,1679,4035,7899,3,930,24,52,538,864,6,62,0,28,54,21369,8,109,219,176,1
TCGA-05-4395-01A-01R-1206-07,676,886,134,5,479,227,2,0,1454,26,273,9,0,3,1480,11250,24627,1440,10,5,0,36,95,129,29,30,21,321,418,6225,34,952,58,1206,147,5,3,45,48530,61,464,692,497,5646,0,1131,2,24,324,432,74,1526,4,211,647,1,0,8036,8657,2,78,32,2,0,60,1,1191,41,137,103,13,12,1986,0,30,1,45,301,242,1138,96,162,1,0,141,15272,73,215,81,5,1,510,97,7797,0,146,3,15,106,108,0,0,1,5,4,9621,0,231,29,64,1
TCGA-49-AAR4-01A-12R-A41B-07,521,559,82,23,821,590,5,2,502,23,562,6,1,9,1514,2329,3103,3607,19,9,0,59,1344,1157,105,10,63,124,766,883,73,522,191,538,224,12,150,199,8371,535,163,351,93,1868,3,887,11,128,52,805,4,433,19,260,541,2,14,1580,2587,1,123,72,1,5,113,9,1084,16,94,242,1,6,399,1,56,19,269,203,39,422,416,24,37,0,510,1815,148,79,571,9,0,630,542,3863,2,230,8,52,211,102,9,34,0,5,7,4976,4,33,97,58,1
TCGA-75-5122-01A-01R-1755-07,1456,2587,147,5,349,329,0,16,1724,76,161,4,1,15,3419,2243,2259,3161,10,6,0,66,564,194,67,0,16,824,423,4954,10,278,72,276,77,93,1,29,7110,236,1765,1970,414,5019,0,1488,0,157,30,1101,16,1230,0,136,927,0,0,5217,1622,2,42,15,10,1,62,8,1605,1,36,147,9,82,1532,1,17,2,482,235,3,1002,846,70,0,0,230,2119,271,74,101,17,2,766,206,3296,1,81,7,25,112,5,0,3,0,9,14,10686,0,8,24,20,1
TCGA-73-7499-01A-11R-2187-07,1950,1128,119,22,813,931,8,9,5050,35,1898,4,1,19,2722,1755,1851,3582,28,6,0,106,712,408,1201,245,54,351,861,4022,47,1115,119,597,514,44,8,52,6035,427,465,694,478,4297,1,1178,12,45,375,963,186,1176,228,500,824,4,1,2303,5898,1,75,89,4,11,130,23,2359,5,164,247,23,648,524,18,111,15,275,204,158,779,435,147,104,3,926,5617,39,91,191,6,0,459,231,9790,5,488,9,16,272,11,0,3,0,4,33,7899,2,46,34,39,1
TCGA-NJ-A55R-01A-11R-A262-07,2391,1664,339,121,1679,1743,54,0,1071,49,1276,29,1,6,2807,2337,4699,3106,117,49,0,609,290,744,114,232,183,801,902,8003,84,1702,921,4896,2496,70,44,610,46124,577,743,313,1065,3771,62,2268,25,712,327,1497,124,1849,73,973,1545,89,1,9699,6678,153,745,349,28,932,222,531,6772,5,291,488,23,6271,1185,0,365,81,194,1123,326,2183,166,1031,3,2,336,8365,24,407,1725,38,21,2497,917,12014,1,3212,82,84,1533,174,19,1,0,11,82,17365,12,38,233,299,1
TCGA-NJ-A4YG-01A-22R-A262-07,742,1167,96,2150,673,882,64,16,4595,50,869,37,6,11,1649,1589,3113,1878,17,66,7,81,762,245,203,211,56,301,643,4538,57,769,140,1290,289,1218,21,169,5253,622,585,273,279,3316,8,1189,5,190,129,372,46,649,155,278,761,28,12,1909,3617,29,50,215,7,6,116,157,2778,101,715,264,172,51318,843,7,51,20,233,286,431,467,917,80,6,14,794,2622,812,83,540,22,4,541,4319,18690,0,294,20,40,1159,170,6,21,1,3,26,5498,3,56,183,180,1
